"INDUSTRY_CATEGORY","TICKER"
"Materials & Construction","WCN"
"Real Estate","WD"
"Computer Software & Services","WDAY"
"Computer Hardware","WDC"
"Chemicals","WDFC"
"Financial Services","WDR"
"Financial Services","WEA"
"Computer Software & Services","WEB"
"Banking","WEBK"
"Utilities","WEC"
"Real Estate","WELL"
"Real Estate","WELLpI"
"Leisure","WEN"
"Transportation","WERN"
"Energy","WES"
"Financial Services","WETF"
"Diversified Services","WEX"
"Consumer NonDurables","WEYS"
"Banking","WF"
"Banking","WFC"
"Banking","WFCpL"
"Banking","WFCpN"
"Banking","WFCpO"
"Banking","WFCpP"
"Banking","WFCpQ"
"Banking","WFCpR"
"Banking","WFCpT"
"Banking","WFCpV"
"Banking","WFCpW"
"Banking","WFCpX"
"Banking","WFCpY"
"Banking","WFC.WS"
"Real Estate","WFEpA"
"Energy","WFT"
"Automotive","WGO"
"Energy","WGP"
"Financial Services","WHF"
"Financial Services","WHG"
"Diversified Services","WHLM"
"Real Estate","WHLR"
"Real Estate","WHLRP"
"Real Estate","WHLRW"
"Consumer Durables","WHR"
"Financial Services","WIA"
"Telecommunications","WIFI"
"Food & Beverage","WILC"
"Telecommunications","WIN"
"Specialty Retail","WINA"
"Leisure","WING"
"Financial Services","WINS"
"Electronics","WIRE"
"Computer Software & Services","WIT"
"Financial Services","WIW"
"Internet","WIX"
"Computer Software & Services","WK"
"Automotive","WKHS"
"Diversified Services","WLDN"
"Diversified Services","WLFC"
"Materials & Construction","WLH"
"Chemicals","WLK"
"Chemicals","WLKP"
"Energy","WLL"
"Insurance","WLTW"
"Materials & Construction","WM"
"Energy","WMB"
"Real Estate","WMC"
"Real Estate","WMGI"
"Health Services","WMGIZ"
"Retail","WMK"
"Metals & Mining","WMLP"
"Consumer NonDurables","WMS"
"Retail","WMT"
"Automotive","WNC"
"Banking","WNEB"
"Diversified Services","WNS"
"Metals & Mining","WOR"
"Media","WOW"
"Diversified Services","WP"
"Real Estate","WPC"
"Real Estate","WPG"
"Real Estate","WPGpH"
"Real Estate","WPGpI"
"Metals & Mining","WPM"
"Media","WPP"
"Automotive","WPRT"
"Energy","WPX"
"Insurance","WRB"
"Real Estate","WRD"
"Real Estate","WRE"
"Real Estate","WRI"
"Consumer NonDurables","WRK"
"Financial Services","WRLD"
"Conglomerates","WRLS"
"Conglomerates","WRLSR"
"Conglomerates","WRLSU"
"Conglomerates","WRLSW"
"Metals & Mining","WRN"
"Banking","WSBC"
"Banking","WSBF"
"Conglomerates","WSC"
"Manufacturing","WSCI"
"Conglomerates","WSCWW"
"Banking","WSFS"
"Retail","WSM"
"Wholesale","WSO"
"Real Estate","WSR"
"Health Services","WST"
"Wholesale","WSTG"
"Telecommunications","WSTL"
"Banking","WTBA"
"Banking","WTFC"
"Banking","WTFCM"
"Energy","WTI"
"Insurance","WTM"
"Utilities","WTR"
"Manufacturing","WTS"
"Telecommunications","WTT"
"Energy","WTTR"
"Diversified Services","WTW"
"Financial Services","WU"
"Internet","WUBA"
"Drugs","WVE"
"Banking","WVFC"
"Food & Beverage","WVVI"
"Food & Beverage","WVVIP"
"Aerospace/Defense","WWD"
"Media","WWE"
"Metals & Mining","WWR"
"Consumer NonDurables","WWW"
"Materials & Construction","WY"
"Leisure","WYND"
"Leisure","WYNN"
"Computer Software & Services","WYY"
"Metals & Mining","X"
"Real Estate","XAN"
"Real Estate","XANpC"
"Diversified Services","XBIO"
"Drugs","XBIT"
"Energy","XCOOQ"
"Electronics","XCRA"
"Energy","XEC"
"Utilities","XEL"
"Conglomerates","XELA"
"Consumer NonDurables","XELB"
"Drugs","XENE"
"Health Services","XENT"
"Telecommunications","XGTI"
"Real Estate","XHR"
"Real Estate","XIN"
"Insurance","XL"
"Electronics","XLNX"
"Drugs","XLRN"
"Drugs","XNCR"
"Computer Software & Services","XNET"
"Energy","XOG"
"Energy","XOM"
"Drugs","XOMA"
"Drugs","XON"
"Manufacturing","XONE"
"Specialty Retail","XOXO"
"Metals & Mining","XPL"
"Transportation","XPO"
"Health Services","XRAY"
"Financial Services","XRF"
"Manufacturing","XRM"
"Computer Software & Services","XRX"
"Diversified Services","XSPA"
"Drugs","XTLB"
"Health Services","XTNT"
"Drugs","XXII"
"Manufacturing","XYL"
"Insurance","Y"
"Materials & Construction","YECO"
"Internet","YELP"
"Computer Software & Services","YEXT"
"Retail","YGYI"
"Financial Services","YIN"
"Internet","YNDX"
"Diversified Services","YOGA"
"Utilities","YORW"
"Energy","YPF"
"Transportation","YRCW"
"Financial Services","YRD"
"Real Estate","YRIV"
"Consumer Durables","YTRA"
"Leisure","YUM"
"Energy","YUMA"
"Leisure","YUMC"
"Food & Beverage","YVR"
"Internet","YY"
"Internet","Z"
"Specialty Retail","ZAGG"
"Computer Hardware","ZAYO"
"Health Services","ZBH"
"Banking","ZBpA"
"Banking","ZBpG"
"Banking","ZBpH"
"Manufacturing","ZBRA"
"Computer Software & Services","ZDGE"
"Drugs","ZEAL"
"Computer Software & Services","ZEN"
"Metals & Mining","ZEUS"
"Financial Services","ZF"
"Drugs","ZFGN"
"Internet","ZG"
"Drugs","ZGNX"
"Banking","ZION"
"Banking","ZIONW"
"Banking","ZIONZ"
"Drugs","ZIOP"
"Banking","ZIV"
"Computer Software & Services","ZIXI"
"Manufacturing","ZKIN"
"Drugs","ZLAB"
"Energy","ZN"
"Computer Software & Services","ZNGA"
"Transportation","ZNH"
"Leisure","ZOES"
"Drugs","ZSAN"
"Transportation","ZTO"
"Financial Services","ZTR"
"Drugs","ZTS"
"Specialty Retail","ZUMZ"
"Drugs","ZYNE"
